ID,Name,City,Region,Applied,Admitted,Enrolled
GRANADA HIGH SCHOOL51423,GRANADA HIGH SCHOOL,Livermore,Alameda,78,4,4
GRANADA HILLS CHARTER HIGH SCH51088,GRANADA HILLS CHARTER HIGH SCH,Granada Hills,Los Angeles,312,37,24
GRANITE BAY HIGH SCHOOL51106,GRANITE BAY HIGH SCHOOL,Granite Bay,Placer,121,17,11
GRANITE HILLS HIGH SCHOOL52519,GRANITE HILLS HIGH SCHOOL,Porterville,Tulare,13,5,3
GREAT OAK HIGH SCHOOL53880,GREAT OAK HIGH SCHOOL,Temecula,Riverside,123,22,8
GREENWOOD HIGH SCHOOL671681,,,,42,4,3
GRETCHEN WHITNEY HIGH SCHOOL50526,GRETCHEN WHITNEY HIGH SCHOOL,Cerritos,Los Angeles,117,37,23
GUAJOME PARK ACADEMY52251,GUAJOME PARK ACADEMY,Vista,San Diego,20,3,3
GUANGZHOU FOREIGN LANGUAGE SCH694356,,,,77,4,4
HALF MOON BAY HIGH SCHOOL51120,HALF MOON BAY HIGH SCHOOL,Half Moon Bay,San Mateo,51,11,6
HAMILTON HIGH SCHOOL30062,HAMILTON HIGH SCHOOL,Chandler,AZ,71,8,4
HANFORD HIGH SCHOOL481002,HANFORD HIGH SCHOOL,Richland,WA,14,4,3
HANKUK ACAD OF FOREIGN STUDIES682011,,,,26,7,5
HARBOR HIGH SCHOOL53293,HARBOR HIGH SCHOOL,Santa Cruz,Santa Cruz,44,10,6
HARKER SCHOOL53142,HARKER SCHOOL,San Jose,Santa Clara,165,27,8
HARVARD-WESTLAKE SCHOOL52159,HARVARD-WESTLAKE SCHOOL,Studio City,Los Angeles,143,26,8
HAWTHORNE MATH & SCIENCE ACAD51122,HAWTHORNE MATH & SCIENCE ACAD,Hawthorne,Los Angeles,38,8,7
HAYWARD HIGH SCHOOL51150,HAYWARD HIGH SCHOOL,Hayward,Alameda,62,6,4
HEAD-ROYCE SCHOOL THE50285,HEAD-ROYCE SCHOOL THE,Oakland,Alameda,56,11,5
HECTOR GODINEZ FUNDAMENTAL HS54150,HECTOR GODINEZ FUNDAMENTAL HS,Santa Ana,Orange,66,12,3
HELIX HIGH SCHOOL51350,HELIX HIGH SCHOOL,La Mesa,San Diego,75,14,9
HENRY M GUNN SENIOR HIGH SCHL52347,HENRY M GUNN SENIOR HIGH SCHL,Palo Alto,Santa Clara,274,39,21
HENRY T GUNDERSON HIGH SCHOOL53088,HENRY T GUNDERSON HIGH SCHOOL,San Jose,Santa Clara,26,6,4
HERBERT HOOVER HIGH SCHOOL52850,HERBERT HOOVER HIGH SCHOOL,San Diego,San Diego,54,6,3
HERCULES HIGH SCHOOL51206,HERCULES HIGH SCHOOL,Hercules,Contra Costa,51,9,9
HERITAGE HIGH SCHOOL50386,HERITAGE HIGH SCHOOL,Brentwood,Contra Costa,118,10,6
HIGH SCH @RENMIN UNIV OF CHINA694270,,,,189,8,4
HIGH TECH HIGH CHULA VISTA54313,HIGH TECH HIGH CHULA VISTA,Chula Vista,San Diego,30,7,3
HIGH TECH HIGH MEDIA ARTS54054,HIGH TECH HIGH MEDIA ARTS,San Diego,San Diego,26,5,3
HIGH TECH HIGH SCHOOL52951,HIGH TECH HIGH SCHOOL,San Diego,San Diego,30,6,4
HIGHLAND HIGH SCHOOL52541,HIGHLAND HIGH SCHOOL,Palmdale,Los Angeles,38,5,4
HILLCREST HIGH SCHOOL54677,HILLCREST HIGH SCHOOL,Riverside,Riverside,38,6,3
HILLSDALE HIGH SCHOOL53165,HILLSDALE HIGH SCHOOL,San Mateo,San Mateo,106,22,9
HOLLYWOOD HIGH SCHOOL51615,HOLLYWOOD HIGH SCHOOL,Los Angeles,Los Angeles,51,9,5
HOMESTEAD HIGH SCHOOL53462,HOMESTEAD HIGH SCHOOL,Cupertino,Santa Clara,291,36,22
HONG KONG INTERNATIONAL SCHOOL670885,,,,97,12,6
HUENEME HIGH SCHOOL52298,HUENEME HIGH SCHOOL,Oxnard,Ventura,42,6,3
HUNTINGTON BEACH HIGH SCHOOL51220,HUNTINGTON BEACH HIGH SCHOOL,Huntington Beach,Orange,133,14,8
HUNTINGTON PARK INST APLD MED54667,HUNTINGTON PARK INST APLD MED,Huntington Park,Los Angeles,40,15,4
HWA CHONG INSTITUTION687210,,,,73,9,3
IMMACULATE CONCEPTION ACADEMY52955,IMMACULATE CONCEPTION ACADEMY,San Francisco,San Francisco,47,8,5
IMMACULATE HEART HIGH SCHOOL51625,IMMACULATE HEART HIGH SCHOOL,Los Angeles,Los Angeles,42,4,3
INDEPENDENCE HIGH SCHOOL53087,INDEPENDENCE HIGH SCHOOL,San Jose,Santa Clara,103,15,12
INDEPENDENCE HIGH SCHOOL54242,INDEPENDENCE HIGH SCHOOL,Bakersfield,Kern,29,6,4
INDEPENDENCE HIGH SCHOOL442626,INDEPENDENCE HIGH SCHOOL,Frisco,TX,43,8,3
INDERKUM HIGH SCHOOL53028,INDERKUM HIGH SCHOOL,Sacramento,Sacramento,105,5,3
INDUS INTERNATIONAL SCHOOL671069,,,,38,5,3
INTERNATIONAL COLLEGE BEIRUT685300,,,,28,6,4
INTERNATIONAL POLYTECHNIC HS52508,INTERNATIONAL POLYTECHNIC HS,Pomona,Los Angeles,18,6,4
INTERNATIONAL SCH KUALA LUMPUR686170,,,,26,7,5
INTERNATIONAL SCHOOL MANILA705720,,,,46,6,3
IRVINE HIGH SCHOOL51271,IRVINE HIGH SCHOOL,Irvine,Orange,167,9,5
IRVINGTON HIGH SCHOOL50968,IRVINGTON HIGH SCHOOL,Fremont,Alameda,337,33,22
JAMES A GARFIELD HIGH SCHOOL51635,JAMES A GARFIELD HIGH SCHOOL,Los Angeles,Los Angeles,64,14,7
JAMES C ENOCHS HIGH SCHOOL54043,JAMES C ENOCHS HIGH SCHOOL,Modesto,Stanislaus,39,10,5
JAMES LOGAN HIGH SCHOOL50969,JAMES LOGAN HIGH SCHOOL,Union City,Alameda,196,22,14
JAMES MONROE HIGH SCHOOL52902,JAMES MONROE HIGH SCHOOL,North Hills,Los Angeles,37,9,4
JAYSHREE PERIWAL INTERNATIONAL671639,,,,38,5,4
JEFFERSON HIGH SCHOOL50720,JEFFERSON HIGH SCHOOL,Daly City,San Mateo,64,8,4
JOHN BURROUGHS HIGH SCHOOL50400,JOHN BURROUGHS HIGH SCHOOL,Burbank,Los Angeles,99,21,10
JOHN C KIMBALL HIGH SCHOOL54375,JOHN C KIMBALL HIGH SCHOOL,Tracy,San Joaquin,60,8,5
JOHN F KENNEDY HIGH SCHOOL50379,JOHN F KENNEDY HIGH SCHOOL,La Palma,Orange,79,14,8
JOHN F KENNEDY HIGH SCHOOL50966,JOHN F KENNEDY HIGH SCHOOL,Fremont,Alameda,67,4,4
JOHN F KENNEDY HIGH SCHOOL51089,JOHN F KENNEDY HIGH SCHOOL,Granada Hills,Los Angeles,66,9,3
JOHN H FRANCIS POLYTECHNIC HS53467,JOHN H FRANCIS POLYTECHNIC HS,Sun Valley,Los Angeles,52,10,5
JOHN H PITMAN HIGH SCHOOL53644,JOHN H PITMAN HIGH SCHOOL,Turlock,Stanislaus,31,4,3
JOHN MARSHALL FUNDAMENTAL SCH52388,JOHN MARSHALL FUNDAMENTAL SCH,Pasadena,Los Angeles,44,12,3
JOHN W NORTH HIGH SCHOOL52661,JOHN W NORTH HIGH SCHOOL,Riverside,Riverside,59,13,5
JOHNS CREEK HIGH SCHOOL111866,JOHNS CREEK HIGH SCHOOL,Johns Creek,GA,28,5,3
JONES COLLEGE PREP140905,JONES COLLEGE PREP,Chicago,IL,41,7,3
JOSEPH A GREGORI HIGH SCHOOL52031,JOSEPH A GREGORI HIGH SCHOOL,Modesto,Stanislaus,62,21,11
JSERRA CATHOLIC HIGH SCHOOL53197,JSERRA CATHOLIC HIGH SCHOOL,San Juan Capistrano,Orange,70,5,4
JUMEIRAH COLLEGE697035,,,,24,3,3
JUNIPERO SERRA HIGH SCHOOL53180,JUNIPERO SERRA HIGH SCHOOL,San Mateo,San Mateo,52,14,7
KANG CHIAO BILINGUAL SCHOOL694291,,,,105,8,5
KAOHSIUNG AMERICAN SCHOOL694251,,,,24,5,3
KARACHI GRAMMAR SCHOOL690140,,,,56,7,4
KAZAKHSTAN990271,,,,22,6,5
KING DREW MAGNET HS MED/SCI51672,KING DREW MAGNET HS MED/SCI,Los Angeles,Los Angeles,81,18,9
KIPP KING COLLEGIATE HIGH SCH54231,KIPP KING COLLEGIATE HIGH SCH,San Lorenzo,Alameda,67,8,7
KOLEJ YAYASAN UEM686302,,,,30,7,5
KOREA INTERNATIONAL SCHOOL682376,,,,90,11,5
LA CANADA HIGH SCHOOL51312,LA CANADA HIGH SCHOOL,La Canada,Los Angeles,145,38,20
LA CENTER ENRICHED STUDIES51561,LA CENTER ENRICHED STUDIES,Los Angeles,Los Angeles,100,20,9
LA COSTA CANYON HIGH SCHOOL50858,LA COSTA CANYON HIGH SCHOOL,Carlsbad,San Diego,75,11,5
LA HABRA HIGH SCHOOL51325,LA HABRA HIGH SCHOOL,La Habra,Orange,36,10,3
LA JOLLA COUNTRY DAY SCHOOL51333,LA JOLLA COUNTRY DAY SCHOOL,La Jolla,San Diego,50,9,4
LA JOLLA HIGH51335,LA JOLLA HIGH,La Jolla,San Diego,149,24,12
LA MIRADA HIGH SCHOOL51352,LA MIRADA HIGH SCHOOL,La Mirada,Los Angeles,40,9,3
LA QUINTA HIGH SCHOOL51328,LA QUINTA HIGH SCHOOL,La Quinta,Riverside,41,8,4
LA SALLE HIGH SCHOOL52392,LA SALLE HIGH SCHOOL,Pasadena,Los Angeles,58,7,5
LA SERNA HIGH SCHOOL53756,LA SERNA HIGH SCHOOL,Whittier,Los Angeles,78,12,6
LAGUNA BEACH HIGH SCHOOL51320,LAGUNA BEACH HIGH SCHOOL,Laguna Beach,Orange,72,6,3
LAKE FOREST ACADEMY142525,LAKE FOREST ACADEMY,Lake Forest,IL,33,5,3
LAMBERT HIGH SCHOOL110927,LAMBERT HIGH SCHOOL,Suwanee,GA,40,10,3
LANCASTER HIGH SCHOOL51412,LANCASTER HIGH SCHOOL,Lancaster,Los Angeles,34,6,3
LANGLEY HIGH SCHOOL471393,LANGLEY HIGH SCHOOL,Mclean,VA,47,6,4
LAS LOMAS HIGH SCHOOL53680,LAS LOMAS HIGH SCHOOL,Walnut Creek,Contra Costa,126,8,6
LAUREL SPRINGS SCHOOL52256,LAUREL SPRINGS SCHOOL,Ojai,Ventura,57,8,5
LAWNDALE HIGH SCHOOL51431,LAWNDALE HIGH SCHOOL,Lawndale,Los Angeles,53,7,4
LEADERSHIP PUBLIC SCH HAYWARD51231,LEADERSHIP PUBLIC SCH HAYWARD,Hayward,Alameda,41,9,6
LEADERSHIP PUBLIC SCH RICHMOND53970,LEADERSHIP PUBLIC SCH RICHMOND,Richmond,Contra Costa,36,3,3
LEGACY COLLEGE PREP51935,LEGACY COLLEGE PREP,Santa Ana,Orange,11,3,3
LEIGH HIGH SCHOOL53092,LEIGH HIGH SCHOOL,San Jose,Santa Clara,98,13,6
LELAND HIGH SCHOOL53091,LELAND HIGH SCHOOL,San Jose,Santa Clara,232,36,24
LI PO CHUN UNITED WORLD COLL670880,,,,26,6,3
LIBERTY HIGH SCHOOL50196,LIBERTY HIGH SCHOOL,Bakersfield,Kern,44,5,3
LIBERTY HIGH SCHOOL50375,LIBERTY HIGH SCHOOL,Brentwood,Contra Costa,63,8,7
LICK WILMERDING HIGH SCHOOL52967,LICK WILMERDING HIGH SCHOOL,San Francisco,San Francisco,69,17,7
LIFE ACADEMY HIGH SCHOOL52212,LIFE ACADEMY HIGH SCHOOL,Oakland,Alameda,23,7,5
LINCOLN HIGH SCHOOL53430,LINCOLN HIGH SCHOOL,Stockton,San Joaquin,54,7,3
LIVERMORE HIGH SCHOOL51425,LIVERMORE HIGH SCHOOL,Livermore,Alameda,59,5,3
LIVINGSTON HIGH SCHOOL51430,LIVINGSTON HIGH SCHOOL,Livingston,Merced,28,8,3
LODI HIGH SCHOOL51441,LODI HIGH SCHOOL,Lodi,San Joaquin,24,5,3
LONG BEACH POLYTECHNIC HS51480,LONG BEACH POLYTECHNIC HS,Long Beach,Los Angeles,173,37,21
LOS ALAMITOS HIGH SCHOOL51508,LOS ALAMITOS HIGH SCHOOL,Los Alamitos,Orange,135,24,17
LOS ALTOS HIGH SCHOOL51360,LOS ALTOS HIGH SCHOOL,Hacienda Heights,Los Angeles,44,6,3
LOS ALTOS HIGH SCHOOL51510,LOS ALTOS HIGH SCHOOL,Los Altos,Santa Clara,247,38,20
LOS ANGELES CNTY HS FOR ARTS51677,LOS ANGELES CNTY HS FOR ARTS,Los Angeles,Los Angeles,32,10,3
LOS GATOS HIGH SCHOOL51855,LOS GATOS HIGH SCHOOL,Los Gatos,Santa Clara,218,12,5
LOS OSOS HIGH SCHOOL52987,LOS OSOS HIGH SCHOOL,Rancho Cucamonga,San Bernardino,157,37,19
LOWELL HIGH SCHOOL52970,LOWELL HIGH SCHOOL,San Francisco,San Francisco,522,79,40
LOYOLA HIGH SCHOOL51685,LOYOLA HIGH SCHOOL,Los Angeles,Los Angeles,146,21,13
LUTHERAN HIGH SCHL ORANGE CNTY52269,LUTHERAN HIGH SCHL ORANGE CNTY,Orange,Orange,66,7,4
LYCEE FRANCAIS DE SAN FRAN52971,LYCEE FRANCAIS DE SAN FRAN,San Francisco,San Francisco,32,7,5
LYNBROOK HIGH SCHOOL53463,LYNBROOK HIGH SCHOOL,San Jose,Santa Clara,333,40,27
MALIBU HIGH SCHOOL51896,MALIBU HIGH SCHOOL,Malibu,Los Angeles,45,8,4
MANARAT AL RIYADH INTRNTL SCHL692131,,,,19,4,3
MARANATHA HIGH SCHOOL52686,MARANATHA HIGH SCHOOL,Pasadena,Los Angeles,48,5,4
MARIA CARRILLO HIGH SCHOOL53386,MARIA CARRILLO HIGH SCHOOL,Santa Rosa,Sonoma,57,12,8
MARIN ACADEMY53212,MARIN ACADEMY,San Rafael,Marin,36,7,3
MARK KEPPEL HIGH SCHOOL50055,MARK KEPPEL HIGH SCHOOL,Alhambra,Los Angeles,153,16,7
MARTIN LUTHER KING HIGH SCHOOL52567,MARTIN LUTHER KING HIGH SCHOOL,Riverside,Riverside,73,12,6
MARYMOUNT HIGH SCHOOL51715,MARYMOUNT HIGH SCHOOL,Los Angeles,Los Angeles,33,7,3
MATER DEI HIGH SCHOOL53240,MATER DEI HIGH SCHOOL,Santa Ana,Orange,161,7,4
MAYFIELD SENIOR SCHOOL52395,MAYFIELD SENIOR SCHOOL,Pasadena,Los Angeles,36,4,3
MAYWOOD CTR ENRICHED STUDIES50551,MAYWOOD CTR ENRICHED STUDIES,Maywood,Los Angeles,30,10,3
MENLO ATHERTON HIGH SCHOOL50170,MENLO ATHERTON HIGH SCHOOL,Atherton,San Mateo,172,41,27
MENLO SCHOOL51960,MENLO SCHOOL,Atherton,San Mateo,79,18,9
MERCED HIGH SCHOOL51963,MERCED HIGH SCHOOL,Merced,Merced,35,10,6
MERCY HIGH SCHOOL50415,MERCY HIGH SCHOOL,Burlingame,San Mateo,21,4,3
MERRILL F WEST HIGH SCHOOL53532,MERRILL F WEST HIGH SCHOOL,Tracy,San Joaquin,50,4,3
MIDDLE COLLEGE HIGH SCHOOL51722,MIDDLE COLLEGE HIGH SCHOOL,Los Angeles,Los Angeles,33,8,3
MIDDLE COLLEGE HIGH SCHOOL53204,MIDDLE COLLEGE HIGH SCHOOL,San Pablo,Contra Costa,42,5,4
MILLS HIGH SCHOOL51972,MILLS HIGH SCHOOL,Millbrae,San Mateo,122,25,21
MILPITAS HIGH SCHOOL51978,MILPITAS HIGH SCHOOL,Milpitas,Santa Clara,231,23,17
MINNETONKA HIGH SCHOOL240780,MINNETONKA HIGH SCHOOL,Minnetonka,MN,50,6,3
MIRA COSTA HIGH SCHOOL51895,MIRA COSTA HIGH SCHOOL,Manhattan Beach,Los Angeles,236,38,26
MIRA LOMA HIGH SCHOOL52723,MIRA LOMA HIGH SCHOOL,Sacramento,Sacramento,73,10,9
MIRA MESA HIGH SCHOOL52858,MIRA MESA HIGH SCHOOL,San Diego,San Diego,68,6,5
MIRAMONTE HIGH SCHOOL52282,MIRAMONTE HIGH SCHOOL,Orinda,Contra Costa,140,26,13
MISSION BAY HIGH52860,MISSION BAY HIGH,San Diego,San Diego,66,19,10
MISSION COLLEGE PREP CATH HS53140,MISSION COLLEGE PREP CATH HS,San Luis Obispo,San Luis Obispo,27,8,5
MISSION HILLS HIGH SCHOOL53868,MISSION HILLS HIGH SCHOOL,San Marcos,San Diego,86,10,8
MISSION SAN JOSE HIGH SCHOOL50970,MISSION SAN JOSE HIGH SCHOOL,Fremont,Alameda,406,40,28
MISSION SENIOR HIGH SCHOOL52980,MISSION SENIOR HIGH SCHOOL,San Francisco,San Francisco,89,31,20
MODESTO HIGH SCHOOL51985,MODESTO HIGH SCHOOL,Modesto,Stanislaus,64,11,6
MONACHE HIGH SCHOOL52513,MONACHE HIGH SCHOOL,Porterville,Tulare,21,8,3
MONTA VISTA HIGH SCHOOL53466,MONTA VISTA HIGH SCHOOL,Cupertino,Santa Clara,348,40,32
MONTE VISTA HIGH SCHOOL50727,MONTE VISTA HIGH SCHOOL,Danville,Contra Costa,220,27,21
MONTE VISTA HIGH SCHOOL53416,MONTE VISTA HIGH SCHOOL,Spring Valley,San Diego,30,6,4
MONTEREY HIGH SCHOOL52050,MONTEREY HIGH SCHOOL,Monterey,Monterey,61,9,4
MOREAU CATHOLIC HIGH SCHOOL51156,MOREAU CATHOLIC HIGH SCHOOL,Hayward,Alameda,97,11,9
MORRISON ACADEMY694200,,,,12,3,3
MOUNT EDEN HIGH SCHOOL51153,MOUNT EDEN HIGH SCHOOL,Hayward,Alameda,73,7,5
MOUNT PLEASANT HIGH SCHOOL53094,MOUNT PLEASANT HIGH SCHOOL,San Jose,Santa Clara,31,4,3
MOUNTAIN HOUSE HIGH SCHOOL54813,MOUNTAIN HOUSE HIGH SCHOOL,Mountain House,San Joaquin,130,13,6
MOUNTAIN VIEW HIGH SCHOOL52075,MOUNTAIN VIEW HIGH SCHOOL,Mountain View,Santa Clara,196,23,10
MT CARMEL HIGH SCHOOL52862,MT CARMEL HIGH SCHOOL,San Diego,San Diego,91,13,7
MT SAC EARLY COLG ACD W COVINA51783,MT SAC EARLY COLG ACD W COVINA,West Covina,Los Angeles,17,7,6
MULGRAVE SCHOOL821755,,,,25,8,3
NAPA HIGH SCHOOL52085,NAPA HIGH SCHOOL,Napa,Napa,53,13,12
NEW OPEN WORLD ACADEMY54457,NEW OPEN WORLD ACADEMY,Los Angeles,Los Angeles,21,7,5
NEW WEST CHARTER SCHOOL54663,NEW WEST CHARTER SCHOOL,Los Angeles,Los Angeles,62,14,8
NEWARK MEMORIAL HIGH SCHOOL52114,NEWARK MEMORIAL HIGH SCHOOL,Newark,Alameda,65,5,3
NEWBURY PARK HIGH SCHOOL52117,NEWBURY PARK HIGH SCHOOL,Newbury Park,Ventura,97,14,5
NEWPORT HARBOR HIGH SCHOOL52130,NEWPORT HARBOR HIGH SCHOOL,Newport Beach,Orange,91,9,7
NEWPORT HIGH SCHOOL480071,NEWPORT HIGH SCHOOL,Bellevue,WA,134,9,6
NEWTON NORTH HIGH SCHOOL221555,NEWTON NORTH HIGH SCHOOL,Newtonville,MA,45,5,3
NOGALES HIGH SCHOOL51357,NOGALES HIGH SCHOOL,La Puente,Los Angeles,35,4,3
NORTH HIGH SCHOOL53520,NORTH HIGH SCHOOL,Torrance,Los Angeles,73,16,10
NORTH HOLLYWOOD HIGH SCHOOL52145,NORTH HOLLYWOOD HIGH SCHOOL,North Hollywood,Los Angeles,143,32,23
NORTH LONDON COLLEGIATE JEJU682194,,,,76,8,4
NORTH SALINAS HIGH SCHOOL52746,NORTH SALINAS HIGH SCHOOL,Salinas,Monterey,30,6,5
NORTHGATE HIGH SCHOOL50666,NORTHGATE HIGH SCHOOL,Walnut Creek,Contra Costa,109,16,12
NORTHWOOD HIGH SCHOOL51283,NORTHWOOD HIGH SCHOOL,Irvine,Orange,259,22,9
NORWALK HIGH SCHOOL52167,NORWALK HIGH SCHOOL,Norwalk,Los Angeles,42,10,6
NOTRE DAME HIGH SCHOOL53095,NOTRE DAME HIGH SCHOOL,San Jose,Santa Clara,72,10,5
NOTRE DAME HIGH SCHOOL53370,NOTRE DAME HIGH SCHOOL,Sherman Oaks,Los Angeles,100,11,4
NOVATO HIGH SCHOOL52170,NOVATO HIGH SCHOOL,Novato,Marin,57,7,3
NUEVA SCHOOL51213,NUEVA SCHOOL,San Mateo,San Mateo,77,23,3
OAK PARK HIGH SCHOOL50006,OAK PARK HIGH SCHOOL,Oak Park,Ventura,120,16,9
OAK RIDGE HIGH SCHOOL50818,OAK RIDGE HIGH SCHOOL,El Dorado Hills,El Dorado,85,5,4
OAKLAND CHARTER HIGH SCHOOL54303,OAKLAND CHARTER HIGH SCHOOL,Oakland,Alameda,47,13,10
OAKLAND HIGH SCHOOL52225,OAKLAND HIGH SCHOOL,Oakland,Alameda,94,16,13
OAKLAND MILITARY INST COL PREP53972,OAKLAND MILITARY INST COL PREP,Oakland,Alameda,33,4,4
OAKLAND SCHOOL FOR THE ARTS52410,OAKLAND SCHOOL FOR THE ARTS,Oakland,Alameda,35,7,3
OAKLAND TECHNICAL HIGH SCHOOL52240,OAKLAND TECHNICAL HIGH SCHOOL,Oakland,Alameda,173,20,11
OAKLAND UNITY HIGH SCHOOL52484,OAKLAND UNITY HIGH SCHOOL,Oakland,Alameda,19,4,3
OAKMONT HIGH SCHOOL52688,OAKMONT HIGH SCHOOL,Roseville,Placer,63,4,3
OAKS CHRISTIAN SCHOOL53746,OAKS CHRISTIAN SCHOOL,Westlake Village,Ventura,64,20,6
OAKTON HIGH SCHOOL472279,OAKTON HIGH SCHOOL,Vienna,VA,24,5,4
OCEAN GROVE CHARTER SCHOOL54111,OCEAN GROVE CHARTER SCHOOL,Placerville,El Dorado,17,5,3
OCEANA HIGH SCHOOL52308,OCEANA HIGH SCHOOL,Pacifica,San Mateo,41,4,4
OLYMPIA HIGH SCHOOL480835,OLYMPIA HIGH SCHOOL,Olympia,WA,28,7,4
OLYMPIAN HIGH SCHOOL54072,OLYMPIAN HIGH SCHOOL,Chula Vista,San Diego,83,5,3
ONTARIO HIGH SCHOOL52274,ONTARIO HIGH SCHOOL,Ontario,San Bernardino,45,6,3
ORANGE COUNTY HS OF THE ARTS53266,ORANGE COUNTY HS OF THE ARTS,Santa Ana,Orange,170,35,15
ORTHOPAEDIC HOSP MED MAGNET HS51811,ORTHOPAEDIC HOSP MED MAGNET HS,Los Angeles,Los Angeles,38,19,5
OTAY RANCH HIGH SCHOOL50602,OTAY RANCH HIGH SCHOOL,Chula Vista,San Diego,93,17,7
OTHER CALIF INSTITUTION989340,OTHER CALIF INSTITUTION,Unknown,Unknown,159,15,6
OXFORD ACADEMY50776,OXFORD ACADEMY,Cypress,Orange,126,17,11
PACIFIC COLLEGIATE SCHOOL53270,PACIFIC COLLEGIATE SCHOOL,Santa Cruz,Santa Cruz,39,5,5
PACIFIC GROVE HIGH SCHOOL52310,PACIFIC GROVE HIGH SCHOOL,Pacific Grove,Monterey,24,4,3
PACIFIC HIGH SCHOOL52790,PACIFIC HIGH SCHOOL,San Bernardino,San Bernardino,16,4,3
PACIFIC RIDGE SCHOOL50449,PACIFIC RIDGE SCHOOL,Carlsbad,San Diego,49,5,4
PAJARO VALLEY HS54045,PAJARO VALLEY HS,Watsonville,Santa Cruz,36,4,3
PALISADES CHARTER HIGH SCHOOL52327,PALISADES CHARTER HIGH SCHOOL,Pacific Palisade,Los Angeles,219,22,9
PALM DESERT HIGH SCHOOL52319,PALM DESERT HIGH SCHOOL,Palm Desert,Riverside,44,5,4
PALM SPRINGS HIGH SCHOOL52320,PALM SPRINGS HIGH SCHOOL,Palm Springs,Riverside,34,6,5
PALO ALTO SENIOR HIGH SCHOOL52350,PALO ALTO SENIOR HIGH SCHOOL,Palo Alto,Santa Clara,267,33,21
PALOS VERDES HIGH SCHOOL52358,PALOS VERDES HIGH SCHOOL,Palos Verdes Estate,Los Angeles,119,23,9
PALOS VERDES PENINSULA HS52683,PALOS VERDES PENINSULA HS,Rolling Hills Estat,Los Angeles,244,34,16
PARAMOUNT HIGH SCHOOL52365,PARAMOUNT HIGH SCHOOL,Paramount,Los Angeles,68,10,3
PASADENA HIGH SCHOOL52401,PASADENA HIGH SCHOOL,Pasadena,Los Angeles,69,12,7
PATRICK HENRY HIGH SCHOOL52867,PATRICK HENRY HIGH SCHOOL,San Diego,San Diego,113,13,3
PATTERSON HIGH SCHOOL52430,PATTERSON HIGH SCHOOL,Patterson,Stanislaus,54,6,3
PETALUMA HIGH SCHOOL52460,PETALUMA HIGH SCHOOL,Petaluma,Sonoma,46,8,7
PHILLIP & SALA BURTON ACAD HS52994,PHILLIP & SALA BURTON ACAD HS,San Francisco,San Francisco,97,17,12
PHILLIPS EXETER ACADEMY300185,PHILLIPS EXETER ACADEMY,Exeter,NH,68,7,3
PHINEAS BANNING HIGH SCHOOL53785,PHINEAS BANNING HIGH SCHOOL,Wilmington,Los Angeles,50,7,4
PIEDMONT HIGH SCHOOL52462,PIEDMONT HIGH SCHOOL,Piedmont,Alameda,108,19,13
PIEDMONT HILLS HIGH SCHOOL51976,PIEDMONT HILLS HIGH SCHOOL,San Jose,Santa Clara,144,9,7
PINOLE VALLEY HIGH SCHOOL52464,PINOLE VALLEY HIGH SCHOOL,Pinole,Contra Costa,46,10,8
PIONEER HIGH SCHOOL53096,PIONEER HIGH SCHOOL,San Jose,Santa Clara,86,9,6
