ID,Name,City,Region,Applied,Admitted,Enrolled
PITTSBURG HIGH SCHOOL52475,PITTSBURG HIGH SCHOOL,Pittsburg,Contra Costa,71,11,8
PLANO WEST SENIOR HIGH SCHOOL445573,PLANO WEST SENIOR HIGH SCHOOL,Plano,TX,92,6,3
PLEASANT GROVE HIGH SCHOOL53953,PLEASANT GROVE HIGH SCHOOL,Elk Grove,Sacramento,95,7,4
PLEASANT VALLEY SR HIGH SCHOOL50548,PLEASANT VALLEY SR HIGH SCHOOL,Chico,Butte,36,9,5
POINT LOMA HIGH SCHOOL52870,POINT LOMA HIGH SCHOOL,San Diego,San Diego,83,10,4
POLYTECHNIC SCHOOL52402,POLYTECHNIC SCHOOL,Pasadena,Los Angeles,54,13,7
PORTOLA HIGH SCHOOL50266,PORTOLA HIGH SCHOOL,Irvine,Orange,265,41,20
POWAY HIGH SCHOOL52533,POWAY HIGH SCHOOL,Poway,San Diego,58,6,4
PRESENTATION HIGH SCHOOL53097,PRESENTATION HIGH SCHOOL,San Jose,Santa Clara,78,7,4
PREUSS SCHOOL UCSD51479,PREUSS SCHOOL UCSD,La Jolla,San Diego,50,11,4
PROSPECT HIGH SCHOOL53344,PROSPECT HIGH SCHOOL,Saratoga,Santa Clara,74,7,6
PUC CMNTY CHAR MS EARLY COL HS54065,PUC CMNTY CHAR MS EARLY COL HS,Lake View Terrace,Los Angeles,8,5,3
PUNAHOU SCHOOL120085,PUNAHOU SCHOOL,Honolulu,HI,131,16,5
QUARRY LANE SCHOOL50903,QUARRY LANE SCHOOL,Dublin,Alameda,56,14,8
QUARTZ HILL HIGH SCHOOL52543,QUARTZ HILL HIGH SCHOOL,Quartz Hill,Los Angeles,62,12,5
RAFFLES INSTITUTION687241,,,,96,16,8
RAMON C CORTINES SCH VIS PERF54376,RAMON C CORTINES SCH VIS PERF,Los Angeles,Los Angeles,63,8,3
RAMONA CONVENT SECONDARY SCH50060,RAMONA CONVENT SECONDARY SCH,Alhambra,Los Angeles,30,6,3
RANCHO BERNARDO HIGH SCHOOL52536,RANCHO BERNARDO HIGH SCHOOL,San Diego,San Diego,128,10,3
RANCHO CUCAMONGA HIGH SCHOOL52546,RANCHO CUCAMONGA HIGH SCHOOL,Rancho Cucamonga,San Bernardino,135,21,8
RANCHO VERDE HIGH SCHOOL52056,RANCHO VERDE HIGH SCHOOL,Moreno Valley,Riverside,37,14,6
RAOUL WALLENBERG TRADITIONAL52999,RAOUL WALLENBERG TRADITIONAL,San Francisco,San Francisco,62,3,3
REDLANDS HIGH SCHOOL52590,REDLANDS HIGH SCHOOL,Redlands,San Bernardino,64,15,7
REDMOND HIGH SCHOOL480978,REDMOND HIGH SCHOOL,Redmond,WA,112,8,3
REDONDO UNION HIGH SCHOOL52600,REDONDO UNION HIGH SCHOOL,Redondo Beach,Los Angeles,111,8,4
REDWOOD HIGH SCHOOL51361,REDWOOD HIGH SCHOOL,Larkspur,Marin,187,26,15
REDWOOD HIGH SCHOOL53665,REDWOOD HIGH SCHOOL,Visalia,Tulare,50,12,3
REEDLEY HIGH SCHOOL52615,REEDLEY HIGH SCHOOL,Reedley,Fresno,30,10,4
RESEDA HIGH SCHOOL52620,RESEDA HIGH SCHOOL,Reseda,Los Angeles,29,5,4
RICHARD MONTGOMERY HIGH SCHOOL210910,RICHARD MONTGOMERY HIGH SCHOOL,Rockville,MD,48,9,3
RICHMOND HIGH SCHOOL52636,RICHMOND HIGH SCHOOL,Richmond,Contra Costa,67,7,4
RIO AMERICANO HIGH SCHOOL52730,RIO AMERICANO HIGH SCHOOL,Sacramento,Sacramento,67,10,3
RIO MESA HIGH SCHOOL52299,RIO MESA HIGH SCHOOL,Oxnard,Ventura,36,6,4
RIVER CITY HIGH SCHOOL53740,RIVER CITY HIGH SCHOOL,West Sacramento,Yolo,56,5,4
RIVERSIDE POLY HIGH SCHOOL52665,RIVERSIDE POLY HIGH SCHOOL,Riverside,Riverside,58,13,5
RIVERSIDE STEM ACADEMY54784,RIVERSIDE STEM ACADEMY,Riverside,Riverside,32,9,4
ROBERT A MILLIKAN HIGH SCHOOL51476,ROBERT A MILLIKAN HIGH SCHOOL,Long Beach,Los Angeles,131,23,10
ROBERT L STEVENSON HIGH SCHOOL52435,ROBERT L STEVENSON HIGH SCHOOL,Pebble Beach,Monterey,72,8,3
ROCK RIDGE HIGH SCHOOL470140,ROCK RIDGE HIGH SCHOOL,Ashburn,VA,25,5,3
ROSELAND UNIVERSITY PREP54044,ROSELAND UNIVERSITY PREP,Santa Rosa,Sonoma,31,6,4
ROSEMEAD HIGH SCHOOL52685,ROSEMEAD HIGH SCHOOL,Rosemead,Los Angeles,73,11,5
RUBEN S AYALA HIGH SCHOOL50563,RUBEN S AYALA HIGH SCHOOL,Chino Hills,San Bernardino,147,36,18
RUTH ASAWA SCHOOL OF THE ARTS53033,RUTH ASAWA SCHOOL OF THE ARTS,San Francisco,San Francisco,69,19,9
SACRED HEART CATHEDRAL PREP53005,SACRED HEART CATHEDRAL PREP,San Francisco,San Francisco,131,18,13
SACRED HEART HIGH SCHOOL51760,SACRED HEART HIGH SCHOOL,Los Angeles,Los Angeles,16,5,3
SACRED HEART PREPARATORY SCH51955,SACRED HEART PREPARATORY SCH,Atherton,San Mateo,56,11,6
SAGE CREEK HIGH SCHOOL54709,SAGE CREEK HIGH SCHOOL,Carlsbad,San Diego,96,7,4
SAGE HILL SCHOOL52124,SAGE HILL SCHOOL,Newport Coast,Orange,91,24,9
SAINT FRANCIS HIGH SCHOOL51311,SAINT FRANCIS HIGH SCHOOL,La Canada,Los Angeles,59,9,4
SAINT FRANCIS HIGH SCHOOL52077,SAINT FRANCIS HIGH SCHOOL,Mountain View,Santa Clara,149,10,6
SAINT FRANCIS HIGH SCHOOL52698,SAINT FRANCIS HIGH SCHOOL,Sacramento,Sacramento,77,18,9
SAINT GEORGES SCHOOL821550,,,,59,6,4
SAINT HELENA HIGH SCHOOL52740,SAINT HELENA HIGH SCHOOL,Saint Helena,Napa,19,5,4
SAINT IGNATIUS COLLEGE PREP SC53010,SAINT IGNATIUS COLLEGE PREP SC,San Francisco,San Francisco,176,32,17
SAINT JOHN BOSCO HIGH SCHOOL50260,SAINT JOHN BOSCO HIGH SCHOOL,Bellflower,Los Angeles,53,7,3
SAINT JOSEPH HIGH SCHOOL51349,SAINT JOSEPH HIGH SCHOOL,Lakewood,Los Angeles,27,5,3
SAINT JOSEPH PRIVATE FRENCH HS696200,,,,10,3,3
SAINT JOSEPH-NOTRE DAME HS50020,SAINT JOSEPH-NOTRE DAME HS,Alameda,Alameda,41,6,3
SALINAS HIGH SCHOOL52755,SALINAS HIGH SCHOOL,Salinas,Monterey,52,6,3
SAN BENITO HIGH SCHOOL51180,SAN BENITO HIGH SCHOOL,Hollister,San Benito,52,6,3
SAN CLEMENTE HIGH SCHOOL52814,SAN CLEMENTE HIGH SCHOOL,San Clemente,Orange,93,13,5
SAN DIEGO INTL STUDIES53907,SAN DIEGO INTL STUDIES,San Diego,San Diego,80,12,5
SAN DIEGUITO ACADEMY50865,SAN DIEGUITO ACADEMY,Encinitas,San Diego,146,22,10
SAN FERNANDO HIGH SCHOOL52905,SAN FERNANDO HIGH SCHOOL,San Fernando,Los Angeles,69,11,8
SAN FRANCISCO UNIVERSITY HS53039,SAN FRANCISCO UNIVERSITY HS,San Francisco,San Francisco,56,6,3
SAN GABRIEL HIGH SCHOOL53055,SAN GABRIEL HIGH SCHOOL,San Gabriel,Los Angeles,89,16,8
SAN JOAQUIN HIGH SCHOOL51273,SAN JOAQUIN HIGH SCHOOL,Irvine,Orange,15,4,3
SAN JOAQUIN MEMORIAL HS50990,SAN JOAQUIN MEMORIAL HS,Fresno,Fresno,23,9,4
SAN JOSE HIGH SCHOOL53098,SAN JOSE HIGH SCHOOL,San Jose,Santa Clara,26,6,3
SAN JUAN HILLS HIGH SCHOOL54181,SAN JUAN HILLS HIGH SCHOOL,San Juan Capistrano,Orange,113,14,5
SAN LEANDRO HIGH SCHOOL53120,SAN LEANDRO HIGH SCHOOL,San Leandro,Alameda,113,11,10
SAN LORENZO HIGH SCHOOL53130,SAN LORENZO HIGH SCHOOL,San Lorenzo,Alameda,43,6,3
SAN LUIS OBISPO HIGH SCHOOL53145,SAN LUIS OBISPO HIGH SCHOOL,San Luis Obispo,San Luis Obispo,77,13,6
SAN MARCOS HIGH SCHOOL50883,SAN MARCOS HIGH SCHOOL,San Marcos,San Diego,173,16,5
SAN MARCOS HIGH SCHOOL53272,SAN MARCOS HIGH SCHOOL,Santa Barbara,Santa Barbara,100,23,10
SAN MARIN HIGH SCHOOL52172,SAN MARIN HIGH SCHOOL,Novato,Marin,67,7,5
SAN MARINO HIGH SCHOOL53158,SAN MARINO HIGH SCHOOL,San Marino,Los Angeles,135,42,25
SAN MATEO HIGH SCHOOL53175,SAN MATEO HIGH SCHOOL,San Mateo,San Mateo,137,20,12
SAN PEDRO HIGH SCHOOL53195,SAN PEDRO HIGH SCHOOL,San Pedro,Los Angeles,65,17,7
SAN RAFAEL HIGH SCHOOL53222,SAN RAFAEL HIGH SCHOOL,San Rafael,Marin,59,6,4
SAN RAMON VALLEY HIGH SCHOOL50725,SAN RAMON VALLEY HIGH SCHOOL,Danville,Contra Costa,111,18,12
SAN YSIDRO HIGH SCHOOL53628,SAN YSIDRO HIGH SCHOOL,San Diego,San Diego,64,14,5
SANGER HIGH SCHOOL53065,SANGER HIGH SCHOOL,Sanger,Fresno,42,7,5
SANTA ANA HIGH SCHOOL53235,SANTA ANA HIGH SCHOOL,Santa Ana,Orange,47,6,4
SANTA BARBARA SENIOR HIGH SCHO53275,SANTA BARBARA SENIOR HIGH SCHO,Santa Barbara,Santa Barbara,127,24,12
SANTA CLARA HIGH SCHOOL53280,SANTA CLARA HIGH SCHOOL,Santa Clara,Santa Clara,98,20,5
SANTA CRUZ HIGH SCHOOL53297,SANTA CRUZ HIGH SCHOOL,Santa Cruz,Santa Cruz,79,6,5
SANTA FE HIGH SCHOOL53300,SANTA FE HIGH SCHOOL,Santa Fe Springs,Los Angeles,45,10,3
SANTA MARGARITA CATHOLIC HS52563,SANTA MARGARITA CATHOLIC HS,Rancho San Margarit,Orange,115,21,9
SANTA MARIA HIGH SCHOOL53305,SANTA MARIA HIGH SCHOOL,Santa Maria,Santa Barbara,52,9,7
SANTA MONICA HIGH SCHOOL53320,SANTA MONICA HIGH SCHOOL,Santa Monica,Los Angeles,299,47,28
SANTA PAULA HIGH SCHOOL53325,SANTA PAULA HIGH SCHOOL,Santa Paula,Ventura,48,10,5
SANTA ROSA HIGH SCHOOL53330,SANTA ROSA HIGH SCHOOL,Santa Rosa,Sonoma,46,8,3
SANTA SUSANA HIGH SCHOOL53372,SANTA SUSANA HIGH SCHOOL,Simi Valley,Ventura,31,6,3
SANTA TERESA HIGH SCHOOL53106,SANTA TERESA HIGH SCHOOL,San Jose,Santa Clara,101,10,7
SANTIAGO HIGH SCHOOL50692,SANTIAGO HIGH SCHOOL,Corona,Riverside,112,15,7
SANTIAGO HIGH SCHOOL51033,SANTIAGO HIGH SCHOOL,Garden Grove,Orange,45,11,7
SARATOGA HIGH SCHOOL53343,SARATOGA HIGH SCHOOL,Saratoga,Santa Clara,235,33,19
SCHOOL BUS TOUR CONTRERAS LRN54053,SCHOOL BUS TOUR CONTRERAS LRN,Los Angeles,Los Angeles,14,3,3
SCHURR HIGH SCHOOL52037,SCHURR HIGH SCHOOL,Montebello,Los Angeles,40,10,5
SCIENCE ACADEMY STEM MAGNET51786,SCIENCE ACADEMY STEM MAGNET,North Hollywood,Los Angeles,41,18,8
SCRIPPS RANCH HIGH52834,SCRIPPS RANCH HIGH,San Diego,San Diego,151,12,7
SEGERSTROM HIGH SCHOOL54018,SEGERSTROM HIGH SCHOOL,Santa Ana,Orange,61,14,3
SELMA HIGH SCHOOL53350,SELMA HIGH SCHOOL,Selma,Fresno,23,4,3
SEOUL INTERNATIONAL SCHOOL682385,,,,84,12,4
SEQUOIA HIGH SCHOOL52605,SEQUOIA HIGH SCHOOL,Redwood City,San Mateo,89,14,4
SHANGHAI AMERICAN SCHOOL PUXI694241,,,,80,5,3
SHANGHAI PINGHE SCHOOL694497,,,,193,10,4
SHANGHAI WORLD FOREIGN LANG MS694434,,,,123,12,6
SHELDON HIGH SCHOOL52792,SHELDON HIGH SCHOOL,Sacramento,Sacramento,82,7,4
SHENZHEN COLLEGE INTRNTL EDUC694523,,,,81,6,4
SHENZHEN MIDDLE SCHOOL694324,,,,77,5,4
SHERMAN OAKS CTR ENRCHED STDS52617,SHERMAN OAKS CTR ENRCHED STDS,Reseda,Los Angeles,67,16,10
SHRI RAM SCHOOL - DLF CAMPUS671062,,,,50,4,3
SIERRA CANYON SCHOOL54038,SIERRA CANYON SCHOOL,Chatsworth,Los Angeles,53,9,4
SILVER CREEK HIGH SCHOOL53100,SILVER CREEK HIGH SCHOOL,San Jose,Santa Clara,137,18,15
SILVERADO HIGH SCHOOL53682,SILVERADO HIGH SCHOOL,Victorville,San Bernardino,15,3,3
SINGAPORE AMERICAN SCHOOL687225,,,,95,8,5
SKYLINE HIGH SCHOOL52238,SKYLINE HIGH SCHOOL,Oakland,Alameda,82,15,10
SKYLINE HIGH SCHOOL480501,SKYLINE HIGH SCHOOL,Sammamish,WA,142,7,3
SOAR HIGH SCHOOL51869,SOAR HIGH SCHOOL,Lancaster,Los Angeles,52,13,6
SOLEDAD HIGH SCHOOL53557,SOLEDAD HIGH SCHOOL,Soledad,Monterey,34,7,5
SONOMA ACADEMY53626,SONOMA ACADEMY,Santa Rosa,Sonoma,35,7,3
SONOMA VALLEY HIGH SCHOOL53390,SONOMA VALLEY HIGH SCHOOL,Sonoma,Sonoma,64,5,3
SONORA HIGH SCHOOL51327,SONORA HIGH SCHOOL,La Habra,Orange,30,7,5
SOUTH EAST HIGH SCHOOL53980,SOUTH EAST HIGH SCHOOL,South Gate,Los Angeles,52,10,4
SOUTH GATE HIGH SCHOOL53400,SOUTH GATE HIGH SCHOOL,South Gate,Los Angeles,35,14,7
SOUTH HIGH SCHOOL50223,SOUTH HIGH SCHOOL,Bakersfield,Kern,34,3,3
SOUTH HILLS HIGH SCHOOL50704,SOUTH HILLS HIGH SCHOOL,West Covina,Los Angeles,59,6,3
SOUTH PASADENA HIGH SCHOOL53410,SOUTH PASADENA HIGH SCHOOL,South Pasadena,Los Angeles,143,19,13
SOUTH SAN FRANCISCO HS53415,SOUTH SAN FRANCISCO HS,South San Francisco,San Mateo,49,6,5
SOUTHWEST HIGH SCHOOL52892,SOUTHWEST HIGH SCHOOL,San Diego,San Diego,36,9,3
ST ANDREWS EPISCOPAL SCHOOL440343,ST ANDREWS EPISCOPAL SCHOOL,Austin,TX,19,5,3
STANFORD ONLINE HIGH SCHOOL54127,STANFORD ONLINE HIGH SCHOOL,Redwood City,San Mateo,45,16,9
STEELE CANYON HIGH SCHOOL53613,STEELE CANYON HIGH SCHOOL,Spring Valley,San Diego,60,10,6
STOCKDALE HIGH SCHOOL50217,STOCKDALE HIGH SCHOOL,Bakersfield,Kern,97,14,4
STUYVESANT HIGH SCHOOL334070,STUYVESANT HIGH SCHOOL,New York,NY,123,6,3
SUMMIT PREPARATORY HIGH SCHOOL53878,SUMMIT PREPARATORY HIGH SCHOOL,Redwood City,San Mateo,37,4,4
SUMMIT PUBLIC SCHOOL DENALI50051,SUMMIT PUBLIC SCHOOL DENALI,Sunnyvale,Santa Clara,36,4,3
SUMMIT PUBLIC SCHOOLS SHASTA54815,SUMMIT PUBLIC SCHOOLS SHASTA,Daly City,San Mateo,55,4,3
SUNNY HILLS HIGH SCHOOL51008,SUNNY HILLS HIGH SCHOOL,Fullerton,Orange,191,22,12
SYLMAR HIGH SCHOOL52908,SYLMAR HIGH SCHOOL,Sylmar,Los Angeles,44,13,8
TAIPEI AMERICAN SCHOOL694210,,,,89,11,7
TAIPEI FUHSING PRIVATE SCHOOL694372,,,,41,10,6
TAMALPAIS HIGH SCHOOL51975,TAMALPAIS HIGH SCHOOL,Mill Valley,Marin,175,29,18
TEMECULA VALLEY HIGH SCHOOL53499,TEMECULA VALLEY HIGH SCHOOL,Temecula,Riverside,58,7,4
TEMPLE CITY HIGH SCHOOL53495,TEMPLE CITY HIGH SCHOOL,Temple City,Los Angeles,183,25,16
TENNYSON HIGH SCHOOL51152,TENNYSON HIGH SCHOOL,Hayward,Alameda,16,4,4
TERRA LINDA HIGH SCHOOL53231,TERRA LINDA HIGH SCHOOL,San Rafael,Marin,62,14,6
TESORO HIGH SCHOOL53149,TESORO HIGH SCHOOL,Rancho San Margarit,Orange,113,8,4
THE INTL SCHOOL BANGALORE671055,,,,85,8,3
THE KINGS ACADEMY51514,THE KINGS ACADEMY,Sunnyvale,Santa Clara,55,10,7
THEODORE ROOSEVELT SENIOR HS51805,THEODORE ROOSEVELT SENIOR HS,Los Angeles,Los Angeles,28,8,4
THOMAS JEFFERSON HS SCI/TEC470054,THOMAS JEFFERSON HS SCI/TEC,Alexandria,VA,166,16,5
THOUSAND OAKS HIGH SCHOOL53502,THOUSAND OAKS HIGH SCHOOL,Thousand Oaks,Ventura,67,9,5
TOKAY HIGH SCHOOL51440,TOKAY HIGH SCHOOL,Lodi,San Joaquin,36,5,3
TORREY PINES HIGH SCHOOL50466,TORREY PINES HIGH SCHOOL,San Diego,San Diego,248,27,16
TRACY JOINT UNION HIGH SCHOOL53525,TRACY JOINT UNION HIGH SCHOOL,Tracy,San Joaquin,55,14,9
TROY HIGH SCHOOL51009,TROY HIGH SCHOOL,Fullerton,Orange,268,35,17
TULARE WESTERN HIGH SCHOOL53552,TULARE WESTERN HIGH SCHOOL,Tulare,Tulare,28,5,4
TURLOCK HIGH SCHOOL53565,TURLOCK HIGH SCHOOL,Turlock,Stanislaus,61,12,7
TUSTIN HIGH SCHOOL53570,TUSTIN HIGH SCHOOL,Tustin,Orange,44,11,4
UCLA COMMUNITY SCHOOL51662,UCLA COMMUNITY SCHOOL,Los Angeles,Los Angeles,26,5,4
UKIAH HIGH SCHOOL53580,UKIAH HIGH SCHOOL,Ukiah,Mendocino,37,7,3
UNITED KINGDOM990077,,,,491,52,15
UNITED WORLD COLG SE ASIA-EAST687190,,,,62,11,6
UNITED WORLD COLLEGE CHANGSHU694637,,,,92,10,4
UNITED WORLD COLLEGE-DOVER687229,,,,78,8,5
UNIVERSITY CITY HIGH52887,UNIVERSITY CITY HIGH,San Diego,San Diego,123,7,5
UNIVERSITY HIGH SCHOOL50936,UNIVERSITY HIGH SCHOOL,Fresno,Fresno,41,12,3
UNIVERSITY HIGH SCHOOL51825,UNIVERSITY HIGH SCHOOL,Los Angeles,Los Angeles,73,15,7
UNIVERSITY HIGH SCHOOL51984,UNIVERSITY HIGH SCHOOL,Irvine,Orange,246,49,32
UNIVERSITY PREPARATORY54101,UNIVERSITY PREPARATORY,Victorville,San Bernardino,62,20,10
UPLAND HIGH SCHOOL53586,UPLAND HIGH SCHOOL,Upland,San Bernardino,87,14,4
URBAN SCHOOL OF SAN FRANCISCO53048,URBAN SCHOOL OF SAN FRANCISCO,San Francisco,San Francisco,51,7,3
USC HYBRID HIGH COLLEGE PREP54673,USC HYBRID HIGH COLLEGE PREP,Los Angeles,Los Angeles,39,17,5
VALENCIA HIGH SCHOOL52480,VALENCIA HIGH SCHOOL,Placentia,Orange,144,12,9
VALENCIA HIGH SCHOOL53608,VALENCIA HIGH SCHOOL,Valencia,Los Angeles,139,13,5
VALHALLA HIGH SCHOOL50804,VALHALLA HIGH SCHOOL,El Cajon,San Diego,52,7,3
VALLEY CHRISTIAN HIGH SCHOOL53338,VALLEY CHRISTIAN HIGH SCHOOL,San Jose,Santa Clara,172,19,6
VALLEY HIGH SCHOOL53243,VALLEY HIGH SCHOOL,Santa Ana,Orange,42,11,3
VALLEY INTERNATIONAL PREP HS51629,VALLEY INTERNATIONAL PREP HS,Northridge,Los Angeles,21,9,6
VALLEY VIEW HIGH SCHOOL52057,VALLEY VIEW HIGH SCHOOL,Moreno Valley,Riverside,47,5,3
VALOR ACADEMY HIGH SCHOOL54728,VALOR ACADEMY HIGH SCHOOL,North Hills,Los Angeles,27,6,3
VAN NUYS HIGH SCHOOL53635,VAN NUYS HIGH SCHOOL,Van Nuys,Los Angeles,85,25,17
VANDEN HIGH SCHOOL53533,VANDEN HIGH SCHOOL,Fairfield,Solano,41,5,4
VENICE HIGH SCHOOL51828,VENICE HIGH SCHOOL,Los Angeles,Los Angeles,81,12,4
VENTURA HIGH SCHOOL53655,VENTURA HIGH SCHOOL,Ventura,Ventura,48,5,3
VIEWPOINT SCHOOL50423,VIEWPOINT SCHOOL,Calabasas,Los Angeles,62,12,4
VINTAGE HIGH SCHOOL52088,VINTAGE HIGH SCHOOL,Napa,Napa,55,9,3
VISTA DEL LAGO HIGH SCHOOL54166,VISTA DEL LAGO HIGH SCHOOL,Folsom,Sacramento,101,18,10
VISTA HIGH SCHOOL53675,VISTA HIGH SCHOOL,Vista,San Diego,27,4,4
VISTA MURRIETA HIGH SCHOOL53004,VISTA MURRIETA HIGH SCHOOL,Murrieta,Riverside,75,13,4
VISTAMAR SCHOOL53973,VISTAMAR SCHOOL,El Segundo,Los Angeles,39,8,7
VIVIAN WEBB SCHOOL50599,VIVIAN WEBB SCHOOL,Claremont,Los Angeles,37,7,3
WALNUT HIGH SCHOOL53676,WALNUT HIGH SCHOOL,Walnut,Los Angeles,161,28,19
WARREN HIGH SCHOOL50771,WARREN HIGH SCHOOL,Downey,Los Angeles,109,15,7
WASHINGTON HIGH SCHOOL50972,WASHINGTON HIGH SCHOOL,Fremont,Alameda,163,16,11
WATSONVILLE HIGH SCHOOL53722,WATSONVILLE HIGH SCHOOL,Watsonville,Santa Cruz,53,9,6
WEBB SCHOOL OF CALIFORNIA50600,WEBB SCHOOL OF CALIFORNIA,Claremont,Los Angeles,30,5,4
WEST CAMPUS HIGH SCHOOL52728,WEST CAMPUS HIGH SCHOOL,Sacramento,Sacramento,87,13,6
WEST COVINA HIGH SCHOOL53738,WEST COVINA HIGH SCHOOL,West Covina,Los Angeles,52,11,7
WEST HIGH SCHOOL53521,WEST HIGH SCHOOL,Torrance,Los Angeles,117,6,3
WEST HILLS HIGH SCHOOL53381,WEST HILLS HIGH SCHOOL,Santee,San Diego,35,6,3
WEST LINN HIGH SCHOOL381250,WEST LINN HIGH SCHOOL,West Linn,OR,33,3,3
WEST RANCH HIGH SCHOOL53864,WEST RANCH HIGH SCHOOL,Valencia,Los Angeles,136,31,13
WEST WINDSOR-PLAINSBORO HS N311232,WEST WINDSOR-PLAINSBORO HS N,Plainsboro,NJ,85,7,4
WEST WINDSOR-PLAINSBORO SOUTH311277,WEST WINDSOR-PLAINSBORO SOUTH,West Windsor,NJ,88,7,4
WESTERN SIERRA COLLEGIATE ACAD54379,WESTERN SIERRA COLLEGIATE ACAD,Rocklin,Placer,26,4,3
WESTLAKE HIGH SCHOOL53503,WESTLAKE HIGH SCHOOL,Westlake Village,Ventura,150,27,19
WESTLAKE HIGH SCHOOL440324,WESTLAKE HIGH SCHOOL,Austin,TX,74,5,3
WESTMINSTER HIGH SCHOOL53739,WESTMINSTER HIGH SCHOOL,Westminster,Orange,75,12,4
WESTMONT HIGH SCHOOL53103,WESTMONT HIGH SCHOOL,Campbell,Santa Clara,91,10,5
WESTMOOR HIGH SCHOOL50723,WESTMOOR HIGH SCHOOL,Daly City,San Mateo,64,11,6
WESTVIEW HIGH SCHOOL52986,WESTVIEW HIGH SCHOOL,San Diego,San Diego,190,21,12
WESTVIEW HIGH SCHOOL380083,WESTVIEW HIGH SCHOOL,Portland,OR,76,6,3
WESTWOOD HIGH SCHOOL440326,WESTWOOD HIGH SCHOOL,Austin,TX,91,7,3
WHITNEY HIGH SCHOOL53937,WHITNEY HIGH SCHOOL,Rocklin,Placer,72,5,3
WHITTIER HIGH SCHOOL53765,WHITTIER HIGH SCHOOL,Whittier,Los Angeles,45,12,5
WILLIAM HOWARD TAFT HS53806,WILLIAM HOWARD TAFT HS,Woodland Hills,Los Angeles,112,31,15
WILLIAM MASON HIGH SCHOOL363275,WILLIAM MASON HIGH SCHOOL,Mason,OH,26,7,4
WILLIAM S HART HIGH SCHOOL52120,WILLIAM S HART HIGH SCHOOL,Newhall,Los Angeles,58,8,3
WILLOW GLEN HIGH SCHOOL53105,WILLOW GLEN HIGH SCHOOL,San Jose,Santa Clara,74,12,9
WINDSOR HIGH SCHOOL53787,WINDSOR HIGH SCHOOL,Windsor,Sonoma,51,6,3
WINDWARD SCHOOL53323,WINDWARD SCHOOL,Los Angeles,Los Angeles,49,4,3
WINSTON CHURCHILL HIGH SCHOOL210839,WINSTON CHURCHILL HIGH SCHOOL,Potomac,MD,77,5,3
WOODBRIDGE HIGH SCHOOL51274,WOODBRIDGE HIGH SCHOOL,Irvine,Orange,201,20,9
WOODCREEK HIGH SCHOOL52598,WOODCREEK HIGH SCHOOL,Roseville,Placer,45,6,3
WOODLAKE HIGH SCHOOL53795,WOODLAKE HIGH SCHOOL,Woodlake,Tulare,10,4,4
WOODLAND HIGH SCHOOL53800,WOODLAND HIGH SCHOOL,Woodland,Yolo,25,7,3
WOODROW WILSON HIGH SCHOOL51505,WOODROW WILSON HIGH SCHOOL,Long Beach,Los Angeles,141,25,11
WOODROW WILSON HIGH SCHOOL51840,WOODROW WILSON HIGH SCHOOL,Los Angeles,Los Angeles,45,9,3
WOODSIDE HIGH SCHOOL53808,WOODSIDE HIGH SCHOOL,Woodside,San Mateo,115,23,13
WOODSIDE PRIORY SCHOOL52527,WOODSIDE PRIORY SCHOOL,Portola Valley,San Mateo,35,10,3
XIAN TIE YI HIGH SCHOOL694568,,,,50,3,3
YERBA BUENA HIGH SCHOOL53113,YERBA BUENA HIGH SCHOOL,San Jose,Santa Clara,74,9,8
YORK SCHOOL52053,YORK SCHOOL,Monterey,Monterey,24,4,3
