URI,Album,Song Name,Disc Number,Track Number,Popularity,Explicit,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Duration_ms,Time Signature
0A1JLUlkZkp2EFrosoNQi0,Midnights,Labyrinth,1,10,76,False,0.406,0.306,0,-15.48,1,0.0517,0.785,0.488,0.122,0.122,110.014,247962,4
3yNJkriPzWjkkDAWHIAVUq,Speak Now,Ours,1,15,75,False,0.535,0.488,0,-8.261000000000001,1,0.0278,0.449,0.0,0.111,0.348,159.813,235803,4
1gcyHQpBQ1lfXGdhZmWrHP,evermore,champagne problems,1,2,75,True,0.462,0.24,0,-12.077,1,0.0377,0.92,0.0,0.113,0.32,171.31900000000005,244000,4
3z6XUommYDWPHeFhmhhT6j,Red,Message In A Bottle,1,25,75,False,0.622,0.7909999999999999,7,-6.106,1,0.0535,0.00188,3.72e-06,0.083,0.494,115.915,225960,4
2EFZ9emtKWEglWUQGEQ3P9,Speak Now,Never Grow Up,1,8,75,False,0.685,0.32299999999999995,2,-7.103,1,0.0289,0.851,0.0,0.198,0.569,125.058,292920,4
2gVhfX2Gy1T9kDuS9azrF7,evermore,willow,1,1,75,False,0.392,0.574,7,-9.195,1,0.17,0.833,0.00179,0.145,0.529,81.112,214707,4
0y6kdSRCVQhSsHSpWvTUm7,Red,The Last Time (Ft. Gary Lightbody of Snow Patrol),1,10,74,False,0.502,0.534,2,-5.954,1,0.0278,0.0399,0.0,0.0977,0.155,94.05,299080,4
0eFQWVz0qIxDOvhLpZ40P7,folklore,the lakes,1,17,74,False,0.313,0.258,2,-11.532,1,0.0383,0.8420000000000001,1.3e-06,0.0948,0.268,179.947,211813,4
0BiqmkasE5FdrChwKfVp8X,Midnights,Bigger Than The Whole Sky,1,15,74,False,0.422,0.235,6,-12.379,1,0.0568,0.826,0.00648,0.115,0.068,165.71,218503,4
12nBPF4Rh4XLFJV0YLN7uj,Speak Now,Innocent,1,11,74,False,0.522,0.598,1,-5.327000000000001,0,0.0284,0.101,0.0,0.152,0.149,133.627,301222,4
0v4z1tuZvn6LGknom9Qx7d,Red,Babe,1,24,74,False,0.584,0.743,4,-7.075,1,0.0931,0.0538,2.83e-06,0.121,0.746,167.84400000000005,224240,4
1kdWw77ZpYOkhxeuhzU1j6,evermore,it's time to go,1,17,74,False,0.5920000000000001,0.41,0,-12.425999999999998,1,0.0397,0.8009999999999999,1.39e-05,0.09,0.416,151.923,254640,4
4OmFmE0fzcMG6g0Y8p4eSD,Red,Better Man,1,22,74,False,0.473,0.579,4,-5.824,1,0.0384,0.214,0.0,0.0877,0.255,73.942,297013,4
4pNApnaUWAL2J4KO2eqokq,Red,Come Back...Be Here,1,18,74,False,0.46,0.632,4,-6.0310000000000015,1,0.0302,0.0158,0.0,0.0822,0.399,79.846,223333,4
1msEuwSBneBKpVCZQcFTsU,Fearless,Forever & Always,1,11,74,False,0.598,0.821,10,-4.433,1,0.0447,0.0231,0.0,0.14300000000000002,0.6729999999999999,128.03,225328,4
6sQckd3Z8NPxVVKUnavY1F,evermore,'tis the damn season,1,4,74,False,0.575,0.434,5,-8.193,1,0.0312,0.735,6.59e-05,0.105,0.348,145.916,229840,4
6lCvK2AR2uOKkVFCVlAzzm,evermore,tolerate it,1,5,74,True,0.316,0.361,9,-10.380999999999998,1,0.0488,0.878,2.67e-05,0.0797,0.221,74.952,245440,5
6lzc0Al0zfZOIFsFvBS1ki,Red,State Of Grace,1,1,73,False,0.594,0.713,9,-5.314,1,0.0503,0.000328,0.0,0.114,0.328,129.958,295413,4
73qMN9bXy7MSPwwGfH3wQr,Red,Sad Beautiful Tragic,1,12,73,False,0.601,0.406,7,-11.827,1,0.0275,0.622,9.19e-05,0.133,0.232,130.059,284773,3
3S7HNKPakdwNEBFIVTL6dZ,Red,Treacherous,1,3,73,False,0.645,0.593,2,-6.506,1,0.0288,0.0344,0.000127,0.13,0.299,109.984,242720,4
7712gjoih4QoDbXpljEk21,Midnights,Paris,1,16,73,False,0.7,0.509,7,-10.547,1,0.0789,0.112,3.27e-05,0.13699999999999998,0.345,110.947,196259,4
2nqio0SfWg6gh2eCtfuMa5,Fearless,Fifteen,1,2,73,False,0.5589999999999999,0.6459999999999999,7,-4.61,1,0.0272,0.116,0.0,0.32,0.289,95.466,294419,4
05GsNucq8Bngd9fnd4fRa0,Red,Begin Again,1,16,73,False,0.519,0.527,7,-7.672999999999999,1,0.0274,0.075,0.0,0.132,0.267,78.915,238867,4
1SmiQ65iSAbPto6gPFlBYm,Lover,It's Nice To Have A Friend,1,17,73,False,0.737,0.175,10,-9.912,1,0.0401,0.971,0.000337,0.171,0.545,70.008,150440,4
4AYtqFyFbX0Xkc2wtcygTr,Lover,Soon You'll Get Better (Ft. The Chicks),1,12,73,False,0.433,0.182,0,-12.566,1,0.0641,0.907,0.0,0.123,0.421,207.476,201587,4
6uwfVkaOM1mcMkFmSn35ix,evermore,"no body, no crime (Ft. HAIM)",1,6,73,False,0.546,0.613,7,-7.588999999999999,0,0.0264,0.418,0.0,0.103,0.535,79.015,215627,4
5YL553x8sHderRBDlm3NM3,Fearless,White Horse,1,5,73,False,0.423,0.517,0,-7.377000000000002,1,0.0486,0.369,0.0,0.177,0.366,185.262,234516,4
3Dby3p1m6IOZn2gIIqECgK,evermore,gold rush,1,3,73,True,0.512,0.462,9,-10.491,1,0.0408,0.83,0.166,0.121,0.353,112.05,185320,4
2r9CbjYgFhtAmcFv1cSquB,Red,I Almost Do,1,7,72,False,0.511,0.5589999999999999,4,-6.5870000000000015,1,0.0264,0.0167,0.0,0.113,0.248,145.88,244587,4
32mVHdy0bi1XKgr0ajsBlG,Taylor Swift,Picture To Burn,1,2,72,False,0.6579999999999999,0.877,7,-2.0980000000000003,1,0.0323,0.173,0.0,0.0962,0.821,105.586,173067,4
2QDyYdZyhlP2fp79KZX8Bi,folklore,mad woman,1,12,72,True,0.5920000000000001,0.6990000000000001,3,-8.995,1,0.0471,0.655,1.6800000000000002e-05,0.114,0.506,141.916,237258,4
550erGcdD9n6PnwxrvYqZT,Fearless,Hey Stephen,1,4,72,False,0.7879999999999999,0.5710000000000001,6,-6.135,1,0.0296,0.106,0.0,0.0934,0.797,115.99,254255,4
4evLyY5Ue1Wesc61t2KXAU,Speak Now,Superman,1,16,72,False,0.5329999999999999,0.742,7,-3.4730000000000003,1,0.0303,0.0031,0.0,0.108,0.35600000000000004,131.93,274945,4
43Ykum9T72UOPhBN31grpN,evermore,ivy,1,10,72,True,0.515,0.545,2,-9.277,1,0.0353,0.855,1.97e-05,0.0921,0.535,88.85600000000002,260440,4
5kiZGSxgqPdv6rbqL9THdd,Midnights,High Infidelity,1,17,72,False,0.6459999999999999,0.529,10,-10.179,1,0.0864,0.723,0.0,0.0885,0.755,87.86200000000002,231475,4
6Wlq9rqkxrqj5Kls4Kw14H,evermore,evermore (Ft. Bon Iver),1,15,72,False,0.39,0.27,1,-10.673,1,0.0308,0.937,0.00227,0.111,0.32,125.177,304107,5
7MbT4I8qGntX4fMdqMQgke,folklore,peace,1,15,72,True,0.647,0.272,5,-12.906,1,0.0916,0.918,1.73e-05,0.0918,0.339,150.04399999999995,234000,4
4A2LfnduSTsE8u0ecYROxE,1989,You Are In Love,1,15,72,False,0.474,0.48,2,-8.894,1,0.0622,0.7070000000000001,0.000108,0.0903,0.319,170.109,267107,4
1fo2ctLqj3zBhRQKOXprol,1989,Style,1,3,72,False,0.588,0.7909999999999999,7,-5.595,1,0.0402,0.00245,0.0025800000000000003,0.118,0.487,94.933,231000,4
4IQkfUsrwXol38VV3U7t7T,Red,Run (Ft. Ed Sheeran),1,28,72,False,0.61,0.488,3,-6.917999999999998,1,0.0293,0.8170000000000001,0.0,0.312,0.443,125.039,240227,4
6iWMI5oOhWrDbLbjmwTWFq,1989,Wonderland,1,14,72,False,0.422,0.6920000000000001,3,-5.447,1,0.0549,0.0493,2.57e-05,0.177,0.197,184.014,245560,4
1B5VzXPqMlvRw0U4HJY3dJ,1989,I Wish You Would,1,7,71,False,0.653,0.893,0,-5.966,1,0.0538,0.0158,4.95e-05,0.102,0.513,118.035,207440,4
55Vf4bimc1Rtfg0PAQRAo2,evermore,happiness,1,7,71,True,0.5589999999999999,0.334,11,-10.733,1,0.0376,0.87,0.0,0.114,0.211,122.079,315147,4
6MWoRt97mnSTXZhu3ggi9C,folklore,hoax,1,16,71,False,0.662,0.181,8,-15.065,1,0.0415,0.966,3.86e-06,0.133,0.429,118.819,220043,4
3QF5RsWzK1lCvf2o2cY65P,Midnights,Dear Reader,1,20,71,False,0.562,0.388,0,-12.088,1,0.0705,0.481,0.00145,0.117,0.159,107.747,225194,4
5uICWmZTLkpEVbK22PBP6e,evermore,marjorie,1,13,71,False,0.535,0.561,5,-11.609000000000002,1,0.0484,0.8759999999999999,0.000136,0.115,0.287,96.103,257773,4
5VYWxXUpxuxEmCqMLDqICo,evermore,long story short,1,12,71,False,0.546,0.73,0,-7.704,1,0.0417,0.66,0.179,0.0972,0.573,157.895,215920,4
6wAFvJPpTZVirBKGZ4EnMW,Midnights,Glitch,1,18,71,False,0.675,0.466,11,-9.738,0,0.201,0.361,0.0,0.11,0.34700000000000003,140.864,148781,4
7eQj6r5PIdYKEIZjucBMcq,Red,Stay Stay Stay,1,9,71,False,0.693,0.6809999999999999,0,-7.039,1,0.025,0.0848,0.0,0.0768,0.6629999999999999,100.02,205787,4
2awNGIJHodfLZSClB3PYhz,evermore,coney island (Ft. The National),1,9,71,False,0.537,0.537,8,-11.265999999999998,1,0.0617,0.8190000000000001,0.000904,0.142,0.292,107.895,275320,4
66tOfHVH3aUrscg8vExRV4,evermore,dorothea,1,8,71,False,0.605,0.488,4,-8.322000000000001,1,0.0264,0.696,0.0,0.129,0.354,119.966,225880,4
52OkpDsU6MmPx1AwGOb6Ap,evermore,cowboy like me,1,11,71,True,0.604,0.517,0,-9.014,1,0.0347,0.768,0.000155,0.123,0.511,127.967,275040,4
7J4b3LVCIGO4CMBDFLPoP6,Red,Holy Ground,1,11,71,False,0.622,0.809,9,-5.622999999999998,1,0.0638,0.0288,0.00218,0.109,0.511,156.894,202960,4
4bXCcoesMt8u99xMsbLr9U,1989,Clean,1,13,71,False,0.815,0.377,4,-7.754,1,0.0346,0.232,0.0,0.1,0.211,103.97,271000,4
4e5ayHsOLJNLTGfjau2mEw,Red,The Lucky One,1,13,70,False,0.6859999999999999,0.5710000000000001,4,-7.138,1,0.05,0.066,0.0,0.0608,0.5379999999999999,117.889,240467,4
6iiAfo4wTA2CVC3Uwx9uh8,Fearless,You're Not Sorry,1,9,70,False,0.506,0.444,6,-4.99,1,0.0285,0.0538,0.0,0.123,0.241,133.873,261843,4
0NRHj8hDwwmSPaA41o379r,Red,The Moment I Knew,1,17,70,False,0.636,0.402,7,-7.855,1,0.031,0.0494,0.0,0.107,0.208,125.952,285280,4
7A2cNLRT0YJc1yjxHlKihs,Red,Starlight,1,15,70,False,0.628,0.685,4,-5.864,1,0.0358,0.00324,0.0,0.18,0.605,126.014,220413,4
08fa9LFcFBTcilB3iq2e2A,folklore,epiphany,1,13,70,False,0.354,0.267,1,-13.69,1,0.0281,0.731,0.000402,0.0858,0.113,94.219,289749,4
6wfugRLamFsTRbPcCpNnP7,1989,How You Get The Girl,1,10,70,False,0.765,0.6559999999999999,5,-6.112,1,0.0504,0.00364,0.00868,0.0918,0.545,119.997,247533,4
3oGVx9RBmiYGv5ZCecWLkx,Red,Forever Winter,1,27,70,False,0.611,0.552,7,-5.8279999999999985,1,0.031,0.256,0.0,0.134,0.41,116.012,263533,4
1cSFlSBdpT4F5vb1frQ231,Fearless,The Other Side Of The Door,1,19,70,False,0.4320000000000001,0.873,4,-4.367,1,0.0577,0.0279,0.0,0.16699999999999998,0.629,163.93599999999995,238444,4
7zMcNqs55Mxer82bvZFkpg,Taylor Swift,Teardrops On My Guitar,1,3,69,False,0.621,0.417,10,-6.941,1,0.0231,0.28800000000000003,0.0,0.119,0.289,99.953,203040,4
16MVSD0mGI4RMQT83Qzm69,Taylor Swift,Should've Said No,1,9,69,False,0.476,0.777,4,-3.771,0,0.0289,0.0103,0.0,0.196,0.472,167.96400000000003,242200,4
2m3ObD945KvpE5y9A1eUWm,Fearless,Jump Then Fall,1,14,69,False,0.5720000000000001,0.69,2,-6.2010000000000005,1,0.0358,0.0474,0.0,0.0897,0.624,160.111,237580,4
7eResoqEJJAVTkQYSqvO3P,Fearless,That's When (Ft. Keith Urban),1,24,69,False,0.588,0.608,5,-7.062,1,0.0365,0.225,0.0,0.092,0.508,90.201,189496,4
6Nde5KuTXyB7jlPO4upaBo,1989,Out Of The Woods,1,4,69,False,0.5529999999999999,0.841,7,-6.937,1,0.0396,0.000743,1.19e-05,0.341,0.338,92.008,235800,4
4uuEGH5SVuzkkSFjo2DEiY,Fearless,Don't You,1,25,69,False,0.563,0.473,3,-11.548,1,0.0503,0.514,1.2e-05,0.109,0.405,101.934,208609,4
6a8aUhYbaQBUI8PcJ5ZmQ6,evermore,closure,1,14,69,False,0.6890000000000001,0.7040000000000001,9,-10.813,1,0.245,0.835,4.83e-06,0.134,0.92,151.884,180653,5
2sC2P3BN0IXujNaaSyDmtP,1989,Blank Space,1,2,69,False,0.76,0.703,5,-5.412000000000001,1,0.054000000000000006,0.103,0.0,0.0913,0.57,95.997,231827,4
7HC7R2D8WjXVcUHJyEGjRs,Fearless,Breathe (Ft. Colbie Caillat),1,7,69,False,0.506,0.626,1,-6.066,1,0.0287,0.156,0.0,0.228,0.321,148.035,263377,4
2zfgVd034GlUvk7LqBHl6u,1989,I Know Places,1,12,69,False,0.602,0.755,0,-4.9910000000000005,1,0.071,0.245,0.0,0.17800000000000002,0.495,159.965,195707,4
2JoJrsEV15OzbijS47lids,Fearless,Today Was A Fairytale,1,20,68,False,0.482,0.779,7,-5.025,1,0.0409,0.0135,0.0,0.29600000000000004,0.328,158.162,241822,4
34V9RiEPe8MNdU32qJsJa1,Fearless,We Were Happy,1,23,68,False,0.609,0.373,0,-8.818999999999997,1,0.0263,0.8490000000000001,0.0,0.0779,0.13,106.007,244237,4
0tQ9vBYpldCuikPsbgOVKA,Fearless,Untouchable,1,15,68,False,0.393,0.531,5,-6.112,1,0.0329,0.0181,0.0,0.16899999999999998,0.224,200.391,312107,4
0Om9WAB5RS09L80DyOfTNa,Taylor Swift,Tim McGraw,1,1,68,False,0.58,0.491,0,-6.4620000000000015,1,0.0251,0.575,0.0,0.121,0.425,76.009,232107,4
0DMVrlMUn01M0IcpDbwgu7,Red,Girl At Home,1,19,68,False,0.691,0.736,5,-6.974,1,0.0326,0.00955,1.88e-05,0.101,0.612,125.089,220520,4
0k0vFacOHNuArLWMiH60p7,Fearless,Tell Me Why,1,8,68,False,0.578,0.909,7,-3.669,1,0.0628,0.0222,0.0,0.333,0.541,100.023,200576,4
4qUijfYU8EoIWiY6oSyrgT,Fearless,Bye Bye Baby,1,26,68,False,0.624,0.624,5,-7.86,1,0.0539,0.334,0.0,0.0995,0.527,80.132,242158,4
6ON9UuIq49xXY9GPmHIYRp,Fearless,The Best Day,1,12,67,False,0.642,0.5760000000000001,1,-8.524,1,0.0282,0.488,0.0,0.159,0.469,125.0,245290,4
3fthfkkvy9av3q3uAGVf7U,1989,Shake It Off,1,6,66,False,0.647,0.8,7,-5.384,1,0.165,0.0647,0.0,0.334,0.942,160.078,219200,4
3ExweHKZF9B752DPQByRVT,Fearless,Change,1,13,66,False,0.499,0.815,5,-4.063,1,0.0341,0.000191,0.0,0.181,0.344,95.999,279360,4
0lmMtDQ2ElasKU2qDAE6NN,1989,All You Had To Do Was Stay,1,5,66,False,0.605,0.725,5,-5.729,1,0.0323,0.00201,2.02e-05,0.101,0.539,96.97,193293,4
4CHpVfAhuxNJ3ibExe6kxO,Fearless,You All Over Me (Ft. Maren Morris),1,21,66,False,0.599,0.494,2,-7.61,1,0.0372,0.816,0.0,0.101,0.44,142.893,220839,4
1n2wszmJyVkw6FHqyLnQsY,Fearless,Come In With The Rain,1,17,65,False,0.476,0.564,2,-5.6770000000000005,1,0.0269,0.0406,0.0,0.102,0.16699999999999998,143.929,237339,4
7nWui6jiMM2m9qFmET1Mtj,Red,Ronan,1,21,65,False,0.623,0.279,0,-10.802,1,0.031,0.6609999999999999,0.0,0.193,0.38,116.04,264253,4
0yN4fNzmVnmgC0dsOoi9Wh,1989,Bad Blood,1,8,65,False,0.6459999999999999,0.794,7,-6.104,1,0.19,0.0885,6.16e-06,0.201,0.287,170.21599999999995,211933,4
33Kq0AT5rvwyE4azisG08x,1989,Welcome To New York,1,1,65,False,0.789,0.634,7,-4.762,1,0.0323,0.0348,1.64e-06,0.302,0.6579999999999999,116.992,212600,4
106R7Z57WYzBAfrXImV30y,1989,Wildest Dreams,1,9,64,False,0.55,0.688,8,-7.416,1,0.0897,0.0692,0.00144,0.106,0.465,139.997,220440,4
51A8eKvvZz9uydvIZ7xRSV,Fearless,Superstar,1,18,64,False,0.454,0.555,2,-6.69,1,0.0283,0.157,0.0,0.343,0.171,171.862,263865,4
1kTPQnabROVkW9bUXdCGrB,1989,This Love,1,11,63,False,0.481,0.435,4,-8.795,1,0.0321,0.6779999999999999,0.0,0.0928,0.107,143.95,250093,4
0JIdBrXGSJXS72zjF9ss9u,Taylor Swift,I'm Only Me When I'm With You,1,12,62,False,0.563,0.934,8,-3.629,1,0.0646,0.004520000000000001,0.000807,0.103,0.518,143.964,213053,4
2QrQCMel6v2JiLxqrg4p2O,Taylor Swift,Mary's Song (Oh My My My),1,10,62,False,0.403,0.627,2,-5.28,1,0.0292,0.0177,0.0,0.182,0.374,74.9,213080,4
73OX8GdpOeGzKC6OvGSbsv,Taylor Swift,A Place In This World,1,4,60,False,0.5760000000000001,0.777,9,-2.881,1,0.0324,0.051,0.0,0.32,0.428,115.028,199200,4
7an1exwMnfYRcdVQm0yDev,Taylor Swift,Cold As You,1,5,60,False,0.418,0.482,5,-5.769,1,0.0266,0.217,0.0,0.123,0.261,175.558,239013,4
2ZoOmCSgj0ypVAmGd1ve4y,Taylor Swift,Stay Beautiful,1,8,59,False,0.594,0.629,8,-4.919,1,0.0246,0.0868,0.0,0.13699999999999998,0.504,131.597,236053,4
6K0CJLVXqbGMeJSmJ4ENKK,Taylor Swift,Tied Together With A Smile,1,7,59,False,0.479,0.578,2,-4.963,1,0.0294,0.525,0.0,0.0841,0.192,146.165,248107,4
5OOd01o2YS1QFwdpVLds3r,Taylor Swift,Invisible,1,13,58,False,0.612,0.394,7,-5.723,1,0.0243,0.637,0.0,0.147,0.233,96.001,203227,4
2QA3IixpRcKyOdG7XDzRgv,Taylor Swift,The Outside,1,6,58,False,0.589,0.805,5,-4.055,1,0.0293,0.00491,0.0,0.24,0.591,112.982,207107,4
1spLfUJxtyVyiKKTegQ2r4,Taylor Swift,A Perfectly Good Heart,1,14,57,False,0.483,0.7509999999999999,4,-5.726,1,0.0365,0.00349,0.0,0.128,0.268,156.092,220147,4
